id,GIS ObjectID,InfrastID,WBS,Code,Funding comment,Portfolio,Category,Subcategory,Project Name,Project Description,Project Priority,Funding Needed,address,From,To,LATITUDE,LONGITUDE,Quadrants,NE Quadrant,NW Quadrant,SE Quadrant,SW Quadrant,Quadrant Factor,Quadrant Funding Estimated,CD,CD 1,CD 2,CD 3,CD 4,CD 5,CD 6,CD 7,CD 8,CD 9,CD 10,CD 11,CD 12,CW,CD Funding Factor,CD Funding Estimated,NPU 1,NPU 2,NPU 3,NPU 4,NPU 5,Neighborhood 1,Neighborhood 2,Neighborhood 3,Neighborhood 4,Neighborhood 5,Neighborhood 6,Neighborhood 7,Neighborhood 8,Neighborhood 9,Neighborhood 10,Neighborhood 11,Corridor 1,Corridor 2,Corridor 3,Secondary Corridor 1,Secondary Corridor 2,Secondary Corridor 3,Regional Employment Center,Priority and Sub Cat,Comments,Added,dropped,FIELD69,FIELD70,FIELD71,FIELD72,FIELD73
429,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,"Izgradnja javne rasvjete na podrucju gradskih cetvrti Tresnjevka-sjever, Tresnjevka-jug i Stenjevec zbog povezivanja vec izgradenihdijelova u cjelinu",,,"520,000 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"520,000.00",Gradenje,G,,,,OSTALO,,,,,,,,,,,,,,,,,,,,,,,,,,
430,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,"Izgradnja javne rasvjete na podrucju gradskih cetvrti Tresnjevka-sjever, Tresnjevka-jug i Stenjevec zbog povezivanja vec izgradenihdijelova u cjelinu",,,"10,000 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"10,000.00",Nadzor,N,,,,OSTALO,,,,,,,,,,,,,,,,,,,,,,,,,,
431,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,"Izgradnja javne rasvjete na podrucju gradskih cetvrti Novi Zagreb- istok, Novi Zagreb -zapad i Brezovica, zbog povezivanja vec izgradenih dijelova u cjelinu",,,"520,000 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"520,000.00",Gradenje,G,,,,OSTALO,,,,,,,,,,,,,,,,,,,,,,,,,,
432,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,"Izgradnja javne rasvjete na podrucju gradskih cetvrti Novi Zagreb- istok, Novi Zagreb -zapad i Brezovica, zbog povezivanja vec izgradenih dijelova u cjelinu",,,"10,000 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"10,000.00",Nadzor,N,,,,OSTALO,,,,,,,,,,,,,,,,,,,,,,,,,,
433,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,"Izgradnja javne rasvjete na podrucju gradskih cetvrti Pescenica-Zitnjak i Trnje, zbog povezivanja vec izgradenih dijelova u cjelinu",,,"520,000 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"520,000.00",Gradenje,G,,,,OSTALO,,,,,,,,,,,,,,,,,,,,,,,,,,
434,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,"Izgradnja javne rasvjete na podrucju gradskih cetvrti Pescenica-Zitnjak i Trnje, zbog povezivanja vec izgradenih dijelova u cjelinu",,,"10,000 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"10,000.00",Nadzor,N,,,,OSTALO,,,,,,,,,,,,,,,,,,,,,,,,,,
435,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Energetski pregled javne rasvjete,,,"500,000 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"500,000.00",Tehnicka dokumentacija,TD,,,,OSTALO,,,,,,,,,,,,,,,,,,,,,,,,,,
436,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Kontrola projekata javne rasvjete glede mehanicke otpornosti istabilnosti metalnih konstrukcija i armirano-betonskih temeljnihkosntrukcija gradevina.,,,"160,000 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"160,000.00",Tehnicka dokumentacija,TD,,,,OSTALO,,,,,,,,,,,,,,,,,,,,,,,,,,
437,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Izrada tehnicke dokumentacije javne rasvjete na podrucju grada Zagreba zbog modernizacije i povezivanja vec izgradenih dijelova ucjelinu,,,"100,000 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"100,000.00",Gradenje,G,,,,OSTALO,,,,,,,,,,,,,,,,,,,,,,,,,,
438,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,"Obveze prema HEP-u, prikljucenje javne rasvjete na EE mrezu",,,"10,000 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"10,000.00",Gradenje,G,,,,OSTALO,,,,,,,,,,,,,,,,,,,,,,,,,,
439,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Izgradnja javne rasvjete na podrucju grada Zagreba- okvirni sporazum,,,"2,000,000 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"2,000,000.00",Gradenje,G,,,,OSTALO,,,,,,,,,,,,,,,,,,,,,,,,,,
440,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Izgradnja javne rasvjete na podrucju grada Zagreba- okvirni sporazum,,,"60,000 kn",,,,,,,,,,,,,,,,,,,,,,,,,,,1,"60,000.00",Nadzor,N,,,,OSTALO,,,,,,,,,,,,,,,,,,,,,,,,,,
